,Unnamed: 0,source_id,designation,gaia_ref_epoch,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,kepid,tm_designation,ra_kepler,dec_kepler,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,id,KIC,B-V,prot,prot_err,RAJ2000,DEJ2000,ra_kepler.1,dec_kepler.1,G,bp,rp,G_err,bp_err,rp_err,G_dered,bp_dered,rp_dered
14,14,2076299482823091200,Gaia DR2 2076299482823091200,2015.5,295.27289964675236,0.023758878955542864,40.141211719706405,0.027609569090535573,0.4280378767198225,0.02852273281370598,15.006903,-2.9402986274620466,0.05336324756925896,-3.824955538868157,0.05312145333627015,0.027332544,0.054977838,-0.20300674,-0.046688043,0.24254176,-0.06267528,-0.32126220000000005,-0.09781368,-0.121847205,-0.03647379,291.8295,0.034557895127221835,0.11573559052341575,False,False,9593.779241559665,4.0735122424487376,15.733392000000002,5279.561284763219,27.68766726451193,16.044893,6856.180304523237,33.36608434664433,15.171714999999999,0.8731785,0.3115015,0.5616770000000001,0.0,,NOT_AVAILABLE,73.91821376257458,8.494131421691778,310.822210483295,60.049240145024655,5610.365,5305.82,6032.4297,0.7090000000000001,0.3414,1.107,0.319,0.1469,0.5508,1.5312861,1.3245063999999998,1.7121177,2.0930128,1.7503488999999999,2.4356767999999995,2195.6207721630603,2063.2168539386603,2345.78922418185,1974.11937294446,1,1,5024122,2MASS J19410551+4008283,295.27295,40.141209,15.692,6369,201,-224,PHO1,4.433,0.155,-0.155,KIC0,-1.54,0.3,-0.25,KIC0,0.877,0.183,-0.13699999999999998,0.759,0.077,-0.033,DSEP,0,0,0,14.626,14.295,14.259,none,0.1389200361430558,290.0,5024122,0.45,6.36,1.04,19 41 05.50,40 08 28.4,295.2729166666666,40.14122222222222,15.733392000000002,16.044893,15.171714999999999,0.002,0.01,0.01,15.337051572995678,15.5442672782561,14.895331334853834
15,15,2076299512875311872,Gaia DR2 2076299512875311872,2015.5,295.28155362992334,0.06542466492794521,40.1472839501706,0.07933897049368152,0.29788708609449754,0.08123561816599016,3.6669517,-2.7737398532893165,0.1514755706175633,-3.7111894150198164,0.15814970268208411,0.062207255999999995,0.08735984,-0.14157924,-0.04799122,0.22535485,-0.051433016,-0.15365034,-0.015362596000000001,-0.03870804,0.062393304000000004,244.87811000000002,0.0,0.0,False,False,1795.9544245758486,2.103660958726792,17.552628,830.5902761836943,9.720641482999623,18.052920999999998,1404.7268547735778,14.628708082016196,16.89294,1.1599808,0.50029373,0.65968704,0.0,,NOT_AVAILABLE,73.9268009379078,8.4912154296674,310.83880924920413,60.052699437873144,,,,,,,,,,,,,,,,3140.7308546230397,2420.5356709174202,4391.067208383621,1974.82523489749,1,1,5024182,2MASS J19410757+4008500,295.28159,40.147240000000004,17.57,5778,182,-223,PHO1,4.531000000000001,0.038,-0.212,KIC0,0.07,0.25,-0.3,KIC0,0.9109999999999999,0.292,-0.091,1.028,0.11199999999999999,-0.13699999999999998,DSEP,0,0,0,16.183,15.995999999999999,15.934000000000001,none,0.1872175991897428,310.0,5024182,0.75,21.29,,19 41 07.57,40 08 50.3,295.28154166666667,40.14730555555556,17.552628,18.052920999999998,16.89294,0.01,0.2,0.01,17.17706423584494,17.566818389011683,16.619903265382195
16,16,2076299998219211136,Gaia DR2 2076299998219211136,2015.5,295.28952930661615,0.020184507950878998,40.194871805270864,0.027702043126607463,0.35836036630218515,0.02630048036726469,13.625620999999999,-2.8429561384381143,0.04693874500967708,-3.848879196860584,0.06447897790230593,0.032415804,0.10105728,-0.09925262,0.061916865,0.11248191,0.022616203999999997,-0.33724305,-0.009008979,0.16290185,0.10342847,206.34656,0.0,0.0,False,False,16345.25552991121,6.819032044265839,15.154886,8933.62732387442,17.37449805378644,15.473819,10964.5628447053,20.01995057740161,14.661942000000002,0.81187725,0.31893253,0.49294472,0.0,,NOT_AVAILABLE,73.97202578765983,8.508568873928589,310.8827815939397,60.09536694359561,5787.0,5530.0,5941.5,,,,,,,2.2297062999999997,2.1152534,2.441768,5.023472,4.1199617,5.926982,2589.77846998321,2420.94518512651,2783.33346407008,1969.2890964827,1,1,5024227,2MASS J19410949+4011416,295.28955,40.194901,15.195,6458,196,-215,KIC0,4.502,0.10400000000000001,-0.156,KIC0,-1.8,0.3,-0.15,KIC0,0.818,0.147,-0.079,0.7759999999999999,0.062,-0.039,DSEP,0,0,0,14.13,13.949000000000002,13.823,none,0.11951699063205105,315.0,5024227,0.43,5.06,0.39,19 41 09.49,40 11 41.6,295.28954166666665,40.19488888888888,15.154886,15.473819,14.661942000000002,0.002,0.01,0.01,14.753978365185285,14.970035720137483,14.384909331307705
17,17,2076299306716879744,Gaia DR2 2076299306716879744,2015.5,295.29846789552187,0.047266745882049925,40.142769182200034,0.056157794900271424,0.3264700237133962,0.058418373784409824,5.588482,-2.9249598378945567,0.108191220863358,-3.814881440645965,0.11163365073547103,0.07694060000000001,0.08591213,-0.16305754,-0.022981897,0.26253608,-0.03406999,-0.20738214,-0.054261502,-0.029586287000000003,0.05761724,235.47383,0.0,0.0,False,False,3039.652686575051,2.2424214275002843,16.981306,1509.092321539566,8.549861149321156,17.404598,2251.525754887317,8.792462905232009,16.380728,1.0238705,0.42329216,0.6005783,0.0,,NOT_AVAILABLE,73.92902923647033,8.477698834907661,310.8600822215476,60.044053544826724,5186.785,5074.0,5307.0,0.7895,0.6894,0.8511,0.401,0.3439,0.4326,,,,,,,2856.75370486478,2419.43171399073,3476.62985564755,1978.6081750816102,1,1,5024280,2MASS J19411164+4008339,295.29849,40.142769,17.046,6350,199,-341,PHO1,4.173,0.162,-0.198,KIC0,0.56,0.05,-0.35,KIC0,1.6280000000000001,0.545,-0.409,1.44,0.179,-0.268,DSEP,0,0,0,15.693,15.290999999999999,15.182,none,0.060834735996341475,327.0,5024280,0.63,17.36,0.62,19 41 11.63,40 08 34.1,295.29845833333326,40.14280555555556,16.981306,17.404598,16.380728,0.002,0.2,0.01,16.59600890171648,16.911695678921607,16.106035880377636
18,18,2076298761268673152,Gaia DR2 2076298761268673152,2015.5,295.3775151985451,0.05356272819686492,40.14520630939453,0.05983314567276678,0.2733666660062716,0.06509344192937119,4.199604,-2.6018034049967147,0.12536293378494331,-3.9026360194442837,0.12094763690015282,0.09069699,0.24799031,0.018216722,0.010649513000000001,0.23872507,0.009755189499999999,-0.25667855,0.08261625,0.03842978,0.08442808,222.05962999999997,0.0,0.0,False,False,2956.257942374422,2.3648959360227724,17.01151,1456.4183346022219,12.180221523406471,17.443172,2206.3810775555194,14.831195644288151,16.402720000000002,1.040453,0.4316616,0.60879135,0.0,,NOT_AVAILABLE,73.96037820432238,8.425778737880963,310.9754813094743,60.0257502348928,5104.83,4835.0,5619.8125,,,,,,,,,,,,,3357.03997407839,2697.93072980739,4399.39737019965,1992.6861564907897,1,1,5024856,2MASS J19413060+4008430,295.3775,40.145278999999995,16.945999999999998,5663,200,-240,PHO1,4.53,0.034,-0.195,KIC0,0.21,0.2,-0.3,KIC0,0.915,0.248,-0.083,1.034,0.09699999999999999,-0.134,DSEP,0,0,0,15.713,15.538,15.32,none,0.26500746788987617,460.0,5024856,0.62,18.19,,19 41 30.61,40 08 42.8,295.3775416666666,40.145222222222216,17.01151,17.443172,16.402720000000002,0.01,0.2,0.01,16.62741133988988,16.951110155532756,16.128222838005662
19,19,2076389745854474880,Gaia DR2 2076389745854474880,2015.5,295.4464597596547,0.05760618504832244,40.15841191158607,0.07212534740041905,0.37608824140922814,0.07238141789127396,5.195922400000001,-2.624017371349705,0.13077921478251678,-3.9593698550150447,0.14351302092892926,0.05414546,0.06089612,-0.13884415,-0.049353544000000006,0.22897489999999998,-0.070788644,-0.27091637,-0.07134914,0.0049741874,0.05848652,231.23082000000002,0.0,0.0,False,False,2231.8288994907057,1.9119431901519373,17.316713,1070.2209007405777,11.877861152460234,17.777704,1708.7288942437274,8.95622767900907,16.680236999999998,1.0974674,0.46099090000000004,0.6364765,0.0,,NOT_AVAILABLE,73.99758399163814,8.385820366861733,311.08363215608534,60.020158517964504,,,,,,,,,,,,,,,,2529.6047039004998,2099.04288579599,3170.3156645162703,2003.1249107526103,1,1,5025271,2MASS J19414713+4009302,295.44641,40.158390000000004,17.434,5688,180,-240,PHO1,4.468,0.057999999999999996,-0.184,KIC0,0.48,0.05,-0.3,KIC0,1.012,0.264,-0.105,1.097,0.1,-0.14400000000000002,DSEP,0,0,0,16.02,15.699000000000002,15.36,none,0.15800527413471346,508.0,5025271,0.7,21.29,0.1,19 41 47.15,40 09 30.3,295.44645833333334,40.15841666666667,17.316713,17.777704,16.680236999999998,0.01,0.2,0.01,16.93670852304172,17.288508890511718,16.40642420191473
20,20,2076384007778360576,Gaia DR2 2076384007778360576,2015.5,295.73019893474486,0.02504339710042466,40.16330394438469,0.03343779667105772,0.4353728766437851,0.0346013800902096,12.582529,-3.1167262089807797,0.0561523187106443,-3.912331715670513,0.05912075173730817,0.11542744,0.09630855,-0.047988697999999996,-0.089157574,0.4032945,-0.18315606,-0.084691346,-0.25675556,-0.091104895,0.07160701,206.75531,0.0,1.3674401325394233e-15,False,False,10096.118678876965,4.316806059777112,15.677979,5382.148453616116,9.66154056324908,16.023998000000002,6946.413165478313,15.53221161744189,15.157518,0.8664799000000001,0.3460188,0.5204611,0.0,,NOT_AVAILABLE,74.10709857044009,8.19793426330478,311.49411715011905,59.95027840519688,5487.2095,5356.6,5770.0,0.7285,0.496,0.9446,0.353,0.273,0.433,1.6238422,1.4685721,1.7039956000000003,2.1537166,1.7517601999999999,2.555673,2164.85621048418,2010.47772538637,2344.33030425612,2051.32199074629,1,1,5026583,2MASS J19425523+4009480,295.73016,40.163342,15.696,6363,177,-278,PHO1,4.386,0.062,-0.2,KIC0,0.21,0.2,-0.35,KIC0,1.198,0.35100000000000003,-0.15,1.273,0.151,-0.201,DSEP,0,0,0,14.614,14.220999999999998,14.335999999999999,none,0.17390449389677287,602.0,5026583,0.49,4.9,,19 42 55.25,40 09 48.0,295.73020833333334,40.16333333333333,15.677979,16.023998000000002,15.157518,0.002,0.01,0.01,15.281141573650146,15.5230271617243,14.88106236504766
21,21,2076489767049653632,Gaia DR2 2076489767049653632,2015.5,295.0375447248389,0.021068680881905714,40.20462520310014,0.02682705722061169,0.2779898363729948,0.02597222930191084,10.703349000000001,-2.9657587151244,0.0475148521515843,-3.7884626392235465,0.04970586347346154,0.1616414,0.020075311999999998,-0.23248936,-0.06991127,0.27380985,-0.09234417,-0.3783472,-0.13397998,-0.06758378400000001,0.119028576,205.87819,0.0,0.0,False,False,16969.75726302529,6.449800200868733,15.114177,9373.055350590708,18.711670064088054,15.421685,11270.680001415976,29.717689742803287,14.632045000000002,0.7896404,0.30750847,0.48213196,0.0,,NOT_AVAILABLE,73.88803829890026,8.682470460300225,310.5259246593695,60.16990858002618,5805.5674,5272.21,6043.4,,,,,,,2.9084404,2.6840267000000004,3.5266642999999998,8.657524,6.621065,10.693983,3264.46724808961,3004.4044795463697,3572.3749655168895,1920.54082992617,1,1,5111207,2MASS J19400902+4012167,295.03757,40.204651,15.145999999999999,5944,186,-207,PHO1,4.5680000000000005,0.044000000000000004,-0.17600000000000002,KIC0,-0.46,0.3,-0.3,KIC0,0.8170000000000001,0.204,-0.073,0.904,0.096,-0.106,DSEP,0,0,0,14.062000000000001,13.802,13.774000000000001,none,0.11599123413943944,621.0,5111207,0.41,5.42,1.05,19 40 09.01,40 12 16.7,295.03754166666664,40.2046388888889,15.114177,15.421685,14.632045000000002,0.002,0.01,0.01,14.71160246704873,14.916758233752311,14.354782162772082
22,22,2076488701897902592,Gaia DR2 2076488701897902592,2015.5,295.1827797697009,0.046103880515429366,40.25509237148177,0.05344775539806665,0.3370006231063332,0.05679081231250965,5.9340696,-2.811154748151684,0.11284741997798248,-3.8514273939690775,0.1067543453271854,0.22317326,0.13696689999999997,-0.09302596,0.0017521214,0.3368761,0.021647943,-0.1404434,0.07994312,0.08488801,0.24977586,216.2669,0.0,0.0,False,False,4026.0232117521996,2.8039000369513762,16.676174,2040.9448239009632,8.366137639729846,17.076810000000002,2860.5482405245366,7.98029106771869,16.120796,0.95601463,0.40063667,0.55537796,0.0,,NOT_AVAILABLE,73.98627491747334,8.60892329170145,310.77007211131667,60.17974748314021,5419.6665,5382.6665,5849.6196,0.5943,0.469,0.8101,0.309,0.2394,0.4044,,,,,,,2770.94882306,2367.07194283265,3332.8399247349703,1940.6728501800897,1,1,5111834,2MASS J19404386+4015183,295.1828,40.2551,16.72,6046,190,-211,PHO1,4.5089999999999995,0.044000000000000004,-0.165,KIC0,-0.2,0.3,-0.3,KIC0,0.927,0.23199999999999998,-0.083,1.011,0.12,-0.132,DSEP,0,0,0,15.505999999999998,15.120999999999999,15.258,none,0.06199582490290259,647.0,5111834,0.57,13.89,1.46, 19 40 43.86,40 15 18.4,295.18275,40.25511111111111,16.676174,17.076810000000002,16.120796,0.002,0.2,0.01,16.285937515151915,16.580444395882743,15.845324656997816
23,23,2076487563719615744,Gaia DR2 2076487563719615744,2015.5,295.20680061095914,0.0696468643366623,40.20142817119854,0.07869131592871029,0.3271126019985958,0.08539983619525061,3.8303656999999998,-2.992683333532532,0.15155586727243953,-3.483556507621788,0.1565520870684367,0.16698639,0.14192672,-0.10929103,0.018729273,0.3222953,-0.0018155795999999999,-0.13114697,-0.046025123,0.036621053,0.17615315,199.80435,0.0,0.0,False,False,2004.6674090915712,2.110353608745661,17.43326,961.4322384126863,15.399933912772436,17.89409,1510.887123109061,11.972798305462195,16.81384,1.0802498,0.4608307,0.6194191,0.0,,NOT_AVAILABLE,73.94738630884409,8.567239014567564,310.768037801515,60.123045157006,,,,,,,,,,,,,,,,2896.90351729319,2245.24894120609,4020.5877768322,1953.0033599166397,1,1,5111939,2MASS J19404963+4012050,295.20682,40.201408,17.479,6038,217,-241,PHO1,4.508,0.052000000000000005,-0.20800000000000002,KIC0,-0.22,0.25,-0.3,KIC0,0.922,0.27699999999999997,-0.092,1.0,0.13,-0.14300000000000002,DSEP,0,0,0,16.114,15.835999999999999,15.404000000000002,none,0.09008510891028228,665.0,5111939,0.7,21.75,,19 40 49.63,40 12 05.2,295.2067916666667,40.20144444444445,17.43326,17.89409,16.81384,0.01,0.2,0.01,17.05202356010171,17.404033354191206,16.539818224318047
24,24,2076488044756008576,Gaia DR2 2076488044756008576,2015.5,295.26769788518993,0.06364315880086882,40.23976636419262,0.07569371905210243,0.3374328721045371,0.07717942958943358,4.372057,-2.4905111701495004,0.14656803166687546,-3.679825645567537,0.15251117341099912,0.17435068,0.056533045999999997,-0.21592326,-0.048809547,0.24241817,-0.054480083,-0.20068432,-0.021867156000000002,0.07532934,0.20877957,209.25662,0.0,0.0,False,False,2232.650732173585,2.0068004009189107,17.316315,1070.8742105575266,8.5701483465554,17.777042,1669.0825799810739,9.782375633581292,16.705725,1.0713177,0.4607277,0.61059,0.0,,NOT_AVAILABLE,74.0038820508319,8.544637068303617,310.88204915697827,60.1432552882612,,,,,,,,,,,,,,,,2801.69249007638,2245.49547479575,3693.59038847919,1958.6658260818301,1,1,5112268,2MASS J19410425+4014231,295.2677,40.239779999999996,17.36,6123,217,-271,PHO1,4.4719999999999995,0.054000000000000006,-0.21600000000000003,KIC0,-0.14,0.25,-0.3,KIC0,0.987,0.33,-0.132,1.053,0.15,-0.15,DSEP,0,0,0,15.954,15.675,15.915999999999999,none,0.04943172601651219,709.0,5112268,0.68,18.7,0.25,19 41 04.25,40 14 23.2,295.2677083333333,40.23977777777778,17.316315,17.777042,16.705725,0.01,0.2,0.01,16.934437860630865,17.286536868750037,16.431595592131004
25,25,2076581748067801088,Gaia DR2 2076581748067801088,2015.5,295.3079351504938,0.02453616848822009,40.25838854971199,0.030280273839520207,0.3196734778012684,0.02927585345820833,10.919356,-2.790022318003362,0.048204994730896185,-3.99497181464508,0.058665720254235165,0.028629664,0.10409494,-0.16429722,-0.06819278,0.012245762,-0.0642512,-0.526885,-0.26582903,0.067523636,-0.01803287,175.9002,0.0,0.0,False,False,12327.607855216811,4.65700792532409,15.461167999999999,6662.38822302621,12.95464554664299,15.792314000000001,8325.011195675701,11.90594091383324,14.960957999999998,0.83135605,0.3311453,0.50021076,0.0,,NOT_AVAILABLE,74.03524700409615,8.526530415204002,310.95280908648215,60.1502758558551,5811.0,5584.115,5857.0,,,,,,,2.1513133,2.1176536,2.329682,4.754507,3.6916676,5.8173466,2878.88475117078,2650.46875525485,3149.20816464149,1963.3029902063001,1,1,5112499,2MASS J19411391+4015303,295.30795,40.258419,15.54,6475,194,-214,PHO1,4.452,0.13,-0.159,KIC0,-1.54,0.3,-0.25,KIC0,0.873,0.17800000000000002,-0.10400000000000001,0.7879999999999999,0.071,-0.045,DSEP,0,0,0,14.374,14.155,14.102,none,0.116966166305877,757.0,5112499,0.46,4.44,0.92,19 41 13.91,40 15 30.3,295.3079583333333,40.25841666666667,15.461167999999999,15.792314000000001,14.960957999999998,0.002,0.01,0.01,15.061716131272206,15.289533549005805,14.684129226281861
26,26,2076582057305467392,Gaia DR2 2076582057305467392,2015.5,295.3087097826638,0.056769300753288565,40.29294652191294,0.061869673941513936,0.4162131953855408,0.06700433303167401,6.2117357,-3.1363587070322434,0.11881117541633368,-3.972125026506911,0.12860119532971165,0.24779192,0.20787357,-0.25672433,-0.095495254,0.2625878,-0.16877608,-0.22334638,-0.19792448,0.104306206,0.2603342,151.06996,0.0,0.0,False,False,3127.241934541662,2.4526863807343267,16.950461999999998,1545.5968927164708,8.480701127714026,17.378647,2288.54187933633,9.512360273907557,16.363024,1.0156231,0.4281845,0.5874385999999999,0.0,,NOT_AVAILABLE,74.06624160584508,8.542502114642968,310.97766972212133,60.182550334230655,5343.545,5096.855,6073.0,0.355,0.237,0.5371,0.162,0.091,0.249,,,,,,,2290.04180832342,1961.8783072151102,2744.83893903905,1958.3496551321,1,1,5112507,2MASS J19411408+4017347,295.30869,40.292969,16.949,6423,205,-307,PHO1,4.383,0.075,-0.21,KIC0,-0.08,0.25,-0.3,KIC0,1.153,0.409,-0.163,1.171,0.18100000000000002,-0.18100000000000002,DSEP,0,0,0,15.764000000000001,15.452,15.376,none,0.09746283548676253,759.0,5112507,0.63,18.19,,19 41 14.09,40 17 34.7,295.3087083333333,40.29297222222222,16.950461999999998,17.378647,16.363024,0.002,0.2,0.01,16.564567589975145,16.885325700023607,16.08823559146303
27,27,2076394139593796992,Gaia DR2 2076394139593796992,2015.5,295.36100269325436,0.06350283481649198,40.267028218520295,0.07791386747513998,0.3307615240854137,0.07878274104379733,4.1984010000000005,-2.842196382302885,0.14341555691655172,-3.782795095629683,0.15948234118423274,0.10288241,0.10548479999999999,-0.09952748,-0.08568556599999999,0.18113220000000002,-0.12435225400000001,-0.20060146,-0.13475394,0.038904086000000004,0.1338338,246.93032999999997,0.0,0.0,False,False,1863.467425636124,1.8007713401053194,17.512562,869.2992725413153,5.6996167507769,18.003466,1424.4685934519266,6.93346449498245,16.877789,1.1256771,0.49090385,0.63477325,0.0,,NOT_AVAILABLE,74.06247309083842,8.495074315383466,311.03519350344465,60.14454761541768,,,,,,,,,,,,,,,,2857.20414452512,2272.19685735094,3810.8743945649103,1971.66680398892,1,1,5112871,2MASS J19412666+4016011,295.36111,40.266979,17.623,5740,180,-240,PHO1,4.456,0.06,-0.18,KIC0,0.48,0.05,-0.3,KIC0,1.033,0.255,-0.11800000000000001,1.113,0.106,-0.146,DSEP,0,0,0,16.139,15.913,15.45,none,0.34392156774674626,820.0,5112871,0.71,21.25,2.85,19 41 26.64,40 16 01.4,295.361,40.267055555555565,17.512562,18.003466,16.877789,0.01,0.2,0.01,17.134567790079334,17.515673747702397,16.604323022797853
28,28,2076390226890883456,Gaia DR2 2076390226890883456,2015.5,295.50076714968816,0.026422506140050882,40.205302805155064,0.032697041483695365,0.2886271938385627,0.03365750486690984,8.575417999999999,-2.9741186767284944,0.05934427328115825,-3.620392241454333,0.060414052612657115,0.18787356,0.23315136,-0.08903687,-0.05393234,0.33327994,-0.13394743,-0.32023504,-0.24483079,-0.029905442,0.14992313,175.91478,0.0,0.0,False,False,10513.88353530696,5.128673427140677,15.633957999999998,5679.588882367918,13.08021491377033,15.965596,7138.28160018976,18.775329873203518,15.127935,0.8376608,0.33163834,0.50602245,0.0,,NOT_AVAILABLE,74.05927633027949,8.37185194208938,311.193833898582,60.05000110463048,5746.775,5335.12,5843.607,,,,,,,2.2543523,2.1802592,2.6156627999999995,4.9938445,3.6180372000000003,6.369651999999999,3163.43639535078,2848.99035347677,3553.2601880765706,2005.7652001559197,1,1,5113601,2MASS J19420018+4012191,295.50079,40.205311,15.693,6373,176,-242,PHO1,4.438,0.065,-0.195,KIC0,-0.24,0.25,-0.3,KIC0,1.047,0.319,-0.128,1.094,0.157,-0.14300000000000002,DSEP,0,0,0,14.587,14.231,14.261,none,0.06940760956477596,905.0,5113601,0.46,7.01,0.65,19 42 00.18,40 12 19.2,295.50075,40.205333333333336,15.633957999999998,15.965596,15.127935,0.002,0.01,0.01,15.234976447793368,15.463140305013884,14.851172684357337
